state,company,model,year,original_price,accident_score,repair_cost,km_driven,fuel_type,resale_price
Dadra and Nagar Haveli and Daman and Diu,Honda,City,2023,1250000,4,18200,223415,Diesel,693000
West Bengal,Maruti Suzuki,Baleno,2023,936000,1,500,128195,Petrol,688000
Meghalaya,Kia,Seltos,2019,1382000,5,15100,83197,Petrol,801000
Uttarakhand,Maruti Suzuki,Baleno,2021,734000,1,4400,92237,Petrol,532000
Nagaland,Hyundai,Creta,2019,1396000,10,327200,8176,Petrol,565000
Dadra and Nagar Haveli and Daman and Diu,MG,Astor,2023,1555000,10,355300,239703,Petrol,364000
Sikkim,Tata,Harrier,2015,1766000,10,241700,107037,Petrol,348000
Assam,Volkswagen,Taigun,2022,1434000,8,128400,103996,Petrol,723000
Delhi,Mahindra,Scorpio-N,2015,2001000,9,123700,158217,Petrol,433000
West Bengal,Maruti Suzuki,Baleno,2014,905000,3,47600,75848,Petrol,487000
Goa,Toyota,Urban Cruiser Hyryder,2022,1648000,6,186500,41677,Diesel,1147000
Arunachal Pradesh,Volkswagen,Taigun,2012,1655000,4,11300,15713,Diesel,411000
Dadra and Nagar Haveli and Daman and Diu,Honda,Elevate,2015,1472000,6,79800,164819,Diesel,397000
West Bengal,Honda,Elevate,2012,1510000,1,4100,57813,Petrol,790000
Rajasthan,Skoda,Slavia,2022,1482000,2,4700,77470,Diesel,1024000
Manipur,Tata,Safari,2020,1891000,9,297500,99527,Diesel,637000
Uttarakhand,Volkswagen,Virtus,2013,1580000,8,100500,30862,Petrol,301000
Kerala,MG,Hector,2020,1990000,2,3000,244798,Petrol,736000
Ladakh,Hyundai,Verna,2012,1316000,3,30000,82306,Diesel,485000
Punjab,Kia,Carens,2023,1420000,7,90000,11135,Petrol,1035000
Jharkhand,Mahindra,Bolero,2019,886000,10,114100,136750,Petrol,271000
Manipur,Volkswagen,Polo,2010,988000,7,132900,14414,Petrol,103000
Lakshadweep,Volkswagen,Taigun,2018,1577000,8,167100,78549,Diesel,502000
Chhattisgarh,Volkswagen,Virtus,2015,1398000,10,375200,58090,Petrol,166000
Lakshadweep,Skoda,Octavia,2023,3167000,4,35300,123602,Petrol,2088000
Chhattisgarh,Toyota,Innova Crysta,2018,2577000,5,29200,157313,Diesel,1204000
Puducherry,Mahindra,Scorpio-N,2017,1929000,4,39400,112747,Petrol,950000
Arunachal Pradesh,Volkswagen,Virtus,2013,1223000,7,78500,160629,Petrol,167000
Arunachal Pradesh,Toyota,Urban Cruiser Hyryder,2022,1402000,2,1300,148346,Diesel,993000
Gujarat,Skoda,Kushaq,2010,1642000,8,51800,175093,Diesel,162000
Assam,Hyundai,i20,2012,888000,8,88500,62526,Petrol,220000
Manipur,Mahindra,Scorpio-N,2018,2131000,7,129600,178736,Diesel,595000
Meghalaya,Toyota,Fortuner,2015,3905000,9,422000,125649,Diesel,1306000
Manipur,Mahindra,Scorpio-N,2017,1817000,8,165900,8478,Petrol,752000
Karnataka,Mahindra,Thar,2015,1515000,1,2600,170707,Diesel,576000
Assam,Toyota,Fortuner,2018,4172000,10,416400,130420,Petrol,1681000
Nagaland,Honda,City,2018,1321000,4,11900,145874,Petrol,653000
Punjab,Volkswagen,Taigun,2021,1568000,3,19900,31844,Diesel,1127000
Madhya Pradesh,Kia,Carens,2011,1606000,7,189900,90013,Petrol,392000
Andaman and Nicobar Islands,Volkswagen,Polo,2010,886000,3,20200,234037,Petrol,99000
Nagaland,Toyota,Innova Crysta,2014,2509000,8,126900,113006,Petrol,1163000
Manipur,Kia,Carens,2014,1550000,1,500,218490,Diesel,461000
Himachal Pradesh,MG,Astor,2022,1392000,9,447000,135707,Petrol,424000
Tamil Nadu,MG,Astor,2021,1344000,3,44400,245385,Petrol,497000
Manipur,Hyundai,Verna,2022,1480000,4,7500,199783,Petrol,799000
Goa,Toyota,Urban Cruiser Hyryder,2021,1537000,5,47100,178510,Petrol,882000
Manipur,Mahindra,XUV700,2016,1974000,6,68100,229011,Diesel,340000
Mizoram,Skoda,Kushaq,2022,1537000,1,3800,106990,Petrol,1077000
Tripura,Volkswagen,Polo,2012,834000,2,2800,195619,Petrol,191000
Goa,Volkswagen,Virtus,2019,1501000,7,66700,35121,Diesel,645000
Andhra Pradesh,Tata,Tiago,2020,567000,7,198000,29652,Petrol,244000
Odisha,Hyundai,Creta,2014,1629000,5,48800,224618,Diesel,293000
Bihar,MG,Astor,2013,1533000,8,167900,186926,Diesel,146000
Himachal Pradesh,MG,Hector,2014,1921000,4,18200,179178,Petrol,378000
West Bengal,Toyota,Urban Cruiser Hyryder,2021,1374000,10,301600,174295,Petrol,441000
Madhya Pradesh,Kia,Sonet,2011,1183000,7,158900,162229,Diesel,145000
Chhattisgarh,Maruti Suzuki,Baleno,2021,977000,4,23200,108325,Petrol,658000
Assam,Tata,Tiago,2021,579000,5,45200,62718,Petrol,341000
Maharashtra,Volkswagen,Virtus,2016,1423000,6,54200,132984,Petrol,411000
Andaman and Nicobar Islands,MG,Hector,2020,1802000,5,31400,84804,Petrol,898000
Arunachal Pradesh,MG,Hector,2022,1735000,6,66400,230010,Diesel,597000
Uttar Pradesh,Toyota,Innova Crysta,2012,2786000,7,63800,232686,Petrol,790000
Meghalaya,Volkswagen,Taigun,2011,1446000,10,493400,153795,Diesel,148000
Tripura,MG,Astor,2022,1340000,3,36800,46405,Diesel,935000
Mizoram,Hyundai,Venue,2010,1136000,9,269500,61710,Petrol,121000
Sikkim,Toyota,Fortuner,2013,4274000,5,23900,223036,Diesel,1315000
Uttar Pradesh,Volkswagen,Taigun,2018,1356000,10,100400,64950,Diesel,403000
Meghalaya,Mahindra,Thar,2015,1481000,7,71900,77349,Diesel,485000
Odisha,MG,Hector,2011,1700000,5,43600,35004,Diesel,241000
Chandigarh,MG,Astor,2012,1280000,1,2400,234336,Petrol,194000
Odisha,Mahindra,Bolero,2016,999000,2,4200,116391,Petrol,479000
Ladakh,Toyota,Urban Cruiser Hyryder,2011,1385000,9,351900,194552,Petrol,218000
Maharashtra,MG,Hector,2011,1800000,4,33400,70580,Diesel,307000
Karnataka,Hyundai,i20,2018,896000,9,339100,25346,Petrol,257000
Uttar Pradesh,Skoda,Slavia,2012,1368000,8,63900,91682,Diesel,172000
Andhra Pradesh,Tata,Safari,2020,2412000,4,9700,56884,Diesel,1547000
Kerala,Mahindra,Thar,2010,1554000,4,8600,53414,Petrol,508000
West Bengal,Toyota,Urban Cruiser Hyryder,2015,1692000,1,2700,243538,Petrol,755000
Gujarat,Hyundai,Venue,2010,1195000,7,175900,110831,Petrol,226000
Chhattisgarh,Honda,Amaze,2019,964000,1,800,42137,Petrol,721000
Meghalaya,Mahindra,XUV700,2023,1866000,5,7400,40816,Petrol,1540000
Manipur,MG,Hector,2012,1720000,6,149000,17370,Petrol,269000
Gujarat,MG,Hector,2011,2100000,4,21800,203748,Diesel,204000
Gujarat,Mahindra,XUV700,2015,2189000,9,298600,52588,Petrol,627000
Karnataka,Mahindra,Scorpio-N,2023,1806000,5,26800,112930,Petrol,1181000
Kerala,Skoda,Slavia,2022,1315000,10,332100,83105,Diesel,517000
Kerala,Honda,Elevate,2016,1505000,5,16400,55679,Petrol,817000
Tamil Nadu,Mahindra,Bolero,2020,1075000,8,113600,180641,Diesel,320000
Puducherry,Toyota,Fortuner,2023,4146000,6,156100,65831,Petrol,2987000
Kerala,Kia,Sonet,2015,1154000,2,2200,152513,Diesel,474000
Tripura,Tata,Harrier,2023,2173000,9,131800,172662,Diesel,960000
Gujarat,Honda,Amaze,2015,976000,4,31500,62455,Petrol,481000
Andaman and Nicobar Islands,Honda,Amaze,2015,882000,4,27200,179829,Petrol,334000
Uttarakhand,Tata,Harrier,2012,2149000,4,30400,80926,Diesel,640000
Jharkhand,Honda,City,2011,1332000,8,159700,46065,Petrol,334000
Puducherry,Mahindra,Scorpio-N,2020,1770000,7,193800,80135,Diesel,827000
West Bengal,Mahindra,Thar,2011,1558000,9,177100,108100,Diesel,166000
Meghalaya,MG,Hector,2015,1852000,4,49200,230560,Petrol,229000
Jammu and Kashmir,Mahindra,Bolero,2013,877000,8,104600,11061,Diesel,160000
Bihar,Volkswagen,Polo,2023,810000,1,800,207707,Petrol,506000
West Bengal,Volkswagen,Polo,2010,1009000,3,30300,150734,Petrol,234000
Haryana,Tata,Nexon,2016,1372000,4,43800,210456,Diesel,320000
Andaman and Nicobar Islands,Kia,Seltos,2014,1515000,3,42900,224762,Petrol,430000
Odisha,Toyota,Innova Crysta,2023,2279000,10,157100,55136,Diesel,1368000
Punjab,Maruti Suzuki,Baleno,2019,823000,9,411700,73751,Petrol,249000
Haryana,Tata,Safari,2016,2334000,5,42200,193378,Diesel,524000
Uttarakhand,Volkswagen,Polo,2020,772000,9,217500,238047,Petrol,76000
Haryana,Maruti Suzuki,Swift,2011,796000,6,199700,49514,Petrol,201000
Meghalaya,MG,Astor,2010,1497000,2,1600,204601,Petrol,211000
Nagaland,Mahindra,Bolero,2016,1125000,8,103800,223426,Diesel,113000
Gujarat,Honda,City,2018,1537000,5,10800,213966,Petrol,607000
West Bengal,Volkswagen,Polo,2011,823000,9,147800,70810,Petrol,82000
Odisha,MG,Hector,2010,2055000,5,48000,227408,Petrol,214000
Assam,Tata,Safari,2011,2433000,9,117300,110958,Petrol,417000
Assam,Mahindra,Scorpio-N,2023,1697000,4,21900,206774,Diesel,912000
Mizoram,Tata,Nexon,2013,1095000,7,66100,24578,Diesel,242000
Gujarat,Volkswagen,Polo,2018,792000,1,700,105180,Petrol,438000
Gujarat,Hyundai,Verna,2012,1150000,2,4800,210177,Diesel,307000
Arunachal Pradesh,Tata,Harrier,2020,2244000,1,1300,232392,Petrol,1009000
Haryana,Tata,Safari,2014,2432000,3,36800,88129,Petrol,1065000
Maharashtra,Kia,Sonet,2015,1326000,7,127200,133675,Diesel,330000
Chhattisgarh,Mahindra,Thar,2020,1378000,5,45300,135892,Petrol,705000
Tripura,Hyundai,Venue,2020,991000,2,2900,44780,Diesel,735000
Chhattisgarh,Mahindra,Thar,2013,1802000,1,3400,91899,Diesel,798000
Kerala,Kia,Seltos,2014,1555000,6,138400,218424,Petrol,313000
Kerala,Volkswagen,Polo,2011,849000,3,46500,5528,Petrol,217000
Chhattisgarh,Volkswagen,Polo,2021,912000,5,39100,165846,Petrol,410000
Odisha,Skoda,Octavia,2019,3434000,1,200,62909,Diesel,1994000
Sikkim,Kia,Sonet,2020,1145000,7,104600,245389,Diesel,276000
Jammu and Kashmir,Honda,City,2012,1548000,2,3700,122507,Petrol,730000
Himachal Pradesh,Toyota,Innova Crysta,2014,2400000,1,3900,105343,Petrol,1600000
Goa,Honda,Elevate,2011,1689000,4,5300,224894,Diesel,336000
Uttarakhand,Tata,Harrier,2021,1724000,8,76900,139204,Petrol,726000
Uttarakhand,Kia,Carens,2020,1442000,2,4000,76288,Petrol,1013000
Andhra Pradesh,Volkswagen,Virtus,2018,1261000,2,1000,193773,Diesel,447000
Karnataka,Tata,Tiago,2012,580000,3,41400,52443,Petrol,189000
Lakshadweep,Honda,Amaze,2012,853000,4,28500,142890,Petrol,310000
Nagaland,Hyundai,i20,2018,961000,8,80400,75248,Petrol,427000
Gujarat,Hyundai,Creta,2010,1431000,6,100900,221542,Diesel,150000
Andaman and Nicobar Islands,Tata,Tiago,2018,702000,3,5500,160202,Petrol,304000
Telangana,Volkswagen,Polo,2019,1030000,8,187400,204012,Petrol,159000
Lakshadweep,Maruti Suzuki,Swift,2014,600000,10,250800,31824,Petrol,96000
Chhattisgarh,MG,Astor,2012,1556000,9,499000,211213,Petrol,162000
Mizoram,Honda,Amaze,2022,915000,5,46200,124048,Petrol,563000
Kerala,Hyundai,Creta,2013,1285000,6,180500,203183,Petrol,224000
Manipur,Volkswagen,Polo,2011,923000,3,11400,180016,Petrol,197000
Andaman and Nicobar Islands,Honda,City,2016,1535000,10,107200,161306,Diesel,320000
Puducherry,Toyota,Innova Crysta,2022,2811000,10,400000,102538,Diesel,1383000
Arunachal Pradesh,Skoda,Slavia,2021,1268000,7,162700,5173,Petrol,730000
Tamil Nadu,Tata,Safari,2011,1880000,1,3200,195811,Diesel,445000
Meghalaya,Mahindra,Bolero,2015,1077000,1,700,121405,Diesel,474000
Andaman and Nicobar Islands,Kia,Seltos,2016,1805000,9,136200,179032,Diesel,315000
Puducherry,Maruti Suzuki,Baleno,2020,814000,9,247000,10372,Petrol,376000
Uttar Pradesh,MG,Hector,2023,1980000,5,22700,109272,Diesel,1273000
Delhi,Tata,Harrier,2022,2182000,9,247800,7398,Petrol,1292000
Jharkhand,Honda,City,2018,1279000,1,2200,6249,Petrol,906000
Himachal Pradesh,Honda,City,2015,1492000,7,78300,69644,Diesel,554000
Rajasthan,Volkswagen,Virtus,2019,1545000,1,3100,248313,Petrol,576000
Tripura,Maruti Suzuki,Baleno,2015,793000,1,2000,123535,Petrol,446000
Jharkhand,MG,Astor,2014,1474000,3,19600,99066,Petrol,482000
Lakshadweep,Tata,Safari,2014,2019000,3,44700,10309,Diesel,746000
Goa,Volkswagen,Taigun,2014,1320000,10,172800,46149,Petrol,181000
Goa,Kia,Sonet,2022,1215000,2,2900,51355,Petrol,993000
Uttar Pradesh,Kia,Carens,2023,1278000,1,3200,223683,Petrol,829000
Tamil Nadu,Maruti Suzuki,Baleno,2013,753000,3,37800,158713,Petrol,311000
Tamil Nadu,Maruti Suzuki,Baleno,2016,761000,10,125600,29961,Petrol,273000
Meghalaya,Mahindra,Scorpio-N,2017,1968000,8,72200,163386,Petrol,545000
Arunachal Pradesh,Tata,Harrier,2016,1958000,3,27300,43331,Diesel,913000
Nagaland,Volkswagen,Taigun,2015,1506000,10,262100,97772,Petrol,229000
Jharkhand,Mahindra,Thar,2022,1497000,4,14000,95211,Petrol,978000
Tripura,Volkswagen,Virtus,2018,1575000,2,2300,206426,Diesel,502000
Andaman and Nicobar Islands,Honda,City,2022,1376000,2,2400,199010,Diesel,774000
Gujarat,Hyundai,Verna,2016,1485000,7,139100,115289,Petrol,526000
Dadra and Nagar Haveli and Daman and Diu,Kia,Seltos,2022,1420000,3,41300,155863,Petrol,902000
Rajasthan,Volkswagen,Polo,2020,780000,10,131400,24445,Petrol,306000
Chhattisgarh,Hyundai,Verna,2018,1292000,8,56300,183193,Diesel,347000
Dadra and Nagar Haveli and Daman and Diu,Kia,Seltos,2012,1521000,4,49800,44627,Diesel,479000
Tamil Nadu,MG,Hector,2012,1656000,9,477700,104234,Diesel,168000
Telangana,Kia,Seltos,2011,1798000,5,15000,26791,Diesel,497000
Assam,Maruti Suzuki,Baleno,2015,838000,4,42300,207613,Petrol,307000
Chhattisgarh,Mahindra,XUV700,2015,1949000,9,299300,162139,Diesel,218000
Himachal Pradesh,Volkswagen,Polo,2011,958000,9,205800,133683,Petrol,95000
Chhattisgarh,Toyota,Fortuner,2012,4503000,2,800,15811,Diesel,2359000
Arunachal Pradesh,Kia,Sonet,2016,1079000,5,17100,108001,Diesel,440000
Manipur,Toyota,Fortuner,2017,4367000,5,25700,52992,Diesel,2527000
Meghalaya,Volkswagen,Virtus,2015,1473000,7,173000,248886,Diesel,144000
Andaman and Nicobar Islands,Skoda,Slavia,2012,1437000,5,42900,48171,Diesel,305000
Haryana,Maruti Suzuki,Dzire,2012,778000,1,3400,87549,Petrol,438000
Uttarakhand,Toyota,Innova Crysta,2015,2525000,2,1200,230115,Petrol,1197000
Himachal Pradesh,Volkswagen,Virtus,2012,1489000,4,25900,161572,Petrol,334000
Maharashtra,Honda,Elevate,2023,1670000,2,1100,41302,Petrol,1428000
Telangana,Maruti Suzuki,Baleno,2013,760000,8,171000,81731,Petrol,209000
Tamil Nadu,Volkswagen,Polo,2023,918000,3,29500,234958,Petrol,491000
Odisha,Maruti Suzuki,Ertiga,2013,943000,10,377700,175322,Petrol,90000
Andaman and Nicobar Islands,Skoda,Octavia,2012,3307000,4,17700,207944,Diesel,379000
Jharkhand,Maruti Suzuki,Dzire,2021,756000,7,178000,246835,Diesel,184000
Andaman and Nicobar Islands,Maruti Suzuki,Ertiga,2020,1000000,3,39100,62595,Diesel,657000
Haryana,Hyundai,Creta,2023,1672000,1,400,44727,Diesel,1469000
Nagaland,Tata,Safari,2022,2409000,9,206700,232980,Petrol,765000
Maharashtra,Kia,Sonet,2016,1263000,9,187200,11013,Diesel,361000
Goa,Mahindra,Bolero,2015,853000,5,44800,172802,Diesel,217000
Himachal Pradesh,Maruti Suzuki,Dzire,2014,900000,1,900,153965,Petrol,449000
Telangana,Hyundai,Creta,2023,1443000,1,600,176202,Petrol,1036000
Odisha,Kia,Seltos,2022,1588000,9,475100,240832,Petrol,323000
Bihar,Mahindra,Thar,2020,1497000,1,2300,22861,Petrol,1117000
Chhattisgarh,Toyota,Innova Crysta,2018,2414000,2,1700,94110,Diesel,1540000
Gujarat,Honda,Elevate,2017,1566000,8,133800,86341,Diesel,599000
Madhya Pradesh,Maruti Suzuki,Swift,2016,617000,6,150000,140350,Petrol,200000
Delhi,Volkswagen,Polo,2011,836000,10,119500,248044,Petrol,87000
Gujarat,Kia,Carens,2018,1411000,4,36700,174302,Petrol,604000
Gujarat,Toyota,Urban Cruiser Hyryder,2016,1805000,9,321500,214409,Petrol,399000
Dadra and Nagar Haveli and Daman and Diu,Kia,Sonet,2021,1148000,9,205900,191858,Petrol,331000
Chhattisgarh,Volkswagen,Taigun,2023,1599000,6,190600,12362,Petrol,1155000
Mizoram,Toyota,Urban Cruiser Hyryder,2019,1619000,7,135800,96167,Diesel,847000
Lakshadweep,Toyota,Fortuner,2013,3838000,10,444000,69871,Petrol,1334000
Tripura,Kia,Carens,2017,1250000,8,137900,242350,Petrol,191000
Sikkim,Skoda,Slavia,2016,1580000,8,104500,148668,Petrol,329000
Madhya Pradesh,Maruti Suzuki,Baleno,2015,924000,3,35300,58610,Petrol,517000
Tripura,Kia,Carens,2020,1425000,5,25800,63190,Petrol,920000
Bihar,Tata,Harrier,2018,1775000,5,32900,102154,Petrol,882000
Andhra Pradesh,Skoda,Slavia,2010,1534000,10,347400,145291,Petrol,159000
Andhra Pradesh,Volkswagen,Taigun,2021,1525000,3,36700,226409,Diesel,603000
Haryana,Hyundai,Venue,2012,981000,8,182100,186742,Diesel,95000
Bihar,Maruti Suzuki,Ertiga,2012,1234000,1,1200,24184,Diesel,566000
Odisha,Honda,Amaze,2020,823000,6,176700,18586,Petrol,488000
Gujarat,MG,Astor,2020,1583000,10,430800,156944,Diesel,182000
Telangana,MG,Astor,2016,1337000,8,156600,110548,Diesel,193000
Tripura,Skoda,Kushaq,2022,1363000,1,100,74734,Diesel,981000
Odisha,Tata,Safari,2015,2320000,8,102500,56452,Petrol,722000
Goa,MG,Hector,2013,2048000,1,3800,168516,Petrol,537000
Odisha,Volkswagen,Polo,2010,831000,2,2700,204822,Petrol,160000
Haryana,Hyundai,Venue,2021,947000,1,600,30213,Diesel,777000
Jharkhand,Kia,Seltos,2010,1375000,7,141400,40271,Petrol,306000
Chandigarh,Toyota,Urban Cruiser Hyryder,2018,1579000,4,19500,245782,Diesel,580000
Jammu and Kashmir,Mahindra,Scorpio-N,2011,1895000,3,12100,162318,Diesel,499000
Dadra and Nagar Haveli and Daman and Diu,MG,Hector,2016,2081000,9,316600,68561,Diesel,333000
Meghalaya,Tata,Nexon,2011,1336000,3,48100,134723,Diesel,349000
Jharkhand,Skoda,Kushaq,2018,1415000,5,43800,92312,Petrol,656000
Delhi,Tata,Harrier,2022,1702000,3,6400,14013,Diesel,1374000
Goa,Honda,Elevate,2022,1611000,6,72500,9579,Petrol,1208000
Sikkim,Honda,City,2017,1536000,2,3300,235008,Petrol,628000
Madhya Pradesh,Mahindra,Scorpio-N,2023,2127000,4,30000,176823,Petrol,1322000
Goa,Maruti Suzuki,Swift,2019,747000,9,373400,18740,Petrol,231000
Andaman and Nicobar Islands,Skoda,Kushaq,2022,1602000,9,123500,86191,Petrol,817000
Manipur,Toyota,Urban Cruiser Hyryder,2011,1817000,9,414600,92845,Petrol,504000
Bihar,MG,Hector,2014,1643000,4,46500,190146,Diesel,203000
Goa,Mahindra,Bolero,2018,968000,1,4200,245173,Petrol,362000
Himachal Pradesh,Kia,Carens,2023,1218000,10,258900,231811,Diesel,337000
Mizoram,Volkswagen,Taigun,2021,1667000,2,700,62747,Petrol,1231000
Puducherry,Mahindra,XUV700,2019,1790000,8,103200,118416,Diesel,672000
Odisha,Tata,Nexon,2011,1221000,5,14200,200820,Diesel,156000
Dadra and Nagar Haveli and Daman and Diu,Kia,Carens,2020,1553000,2,3300,12544,Diesel,1113000
Gujarat,Skoda,Slavia,2023,1391000,3,48100,240390,Petrol,699000
Meghalaya,Kia,Carens,2020,1411000,6,56400,179789,Petrol,615000
Uttar Pradesh,Tata,Safari,2012,2480000,3,17100,160221,Diesel,625000
Andaman and Nicobar Islands,Skoda,Octavia,2019,3013000,4,34300,188300,Diesel,970000
Uttar Pradesh,Toyota,Fortuner,2020,3625000,9,419400,162870,Petrol,1471000
Meghalaya,Toyota,Urban Cruiser Hyryder,2012,1617000,6,174900,89792,Diesel,582000
West Bengal,Toyota,Urban Cruiser Hyryder,2016,1761000,1,4500,82695,Petrol,1313000
Telangana,Skoda,Kushaq,2011,1418000,5,13200,245767,Diesel,136000
Tripura,Toyota,Innova Crysta,2013,2539000,2,1100,154856,Diesel,1254000
Tamil Nadu,Hyundai,Verna,2011,1136000,5,39400,225597,Diesel,139000
Telangana,Maruti Suzuki,Swift,2012,746000,5,44000,73652,Petrol,307000
Andaman and Nicobar Islands,Skoda,Slavia,2017,1337000,4,47100,18052,Petrol,639000
Madhya Pradesh,Maruti Suzuki,Swift,2012,616000,1,500,94101,Petrol,344000
Assam,Volkswagen,Virtus,2022,1262000,7,140300,11018,Petrol,849000
Karnataka,Mahindra,XUV700,2013,2042000,2,4600,220178,Petrol,577000
Assam,Maruti Suzuki,Ertiga,2010,1146000,5,16300,40678,Diesel,365000
West Bengal,Tata,Harrier,2019,2121000,6,112700,123287,Diesel,881000
Odisha,Maruti Suzuki,Dzire,2022,799000,2,2300,185978,Diesel,481000
Telangana,Kia,Carens,2017,1516000,1,3100,72033,Diesel,932000
Telangana,Honda,Amaze,2013,1019000,6,67200,71685,Petrol,381000
West Bengal,Skoda,Octavia,2016,3146000,9,204100,97782,Diesel,665000
Odisha,Skoda,Octavia,2020,3321000,6,193400,247962,Diesel,739000
Uttarakhand,Volkswagen,Taigun,2016,1470000,5,38900,222545,Diesel,205000
Arunachal Pradesh,Volkswagen,Virtus,2017,1343000,9,419300,6199,Diesel,210000
Uttarakhand,MG,Hector,2020,1989000,5,21000,71013,Diesel,1053000
Sikkim,Skoda,Kushaq,2022,1435000,5,25900,194807,Petrol,672000
Assam,MG,Hector,2016,1918000,3,5500,126498,Petrol,667000
Nagaland,Tata,Tiago,2021,663000,8,109600,127536,Petrol,276000
Rajasthan,Honda,Elevate,2015,1630000,1,2000,179838,Petrol,726000
Himachal Pradesh,Toyota,Urban Cruiser Hyryder,2011,1837000,1,1100,97890,Petrol,1058000
Sikkim,Maruti Suzuki,Baleno,2011,967000,4,27500,86697,Petrol,426000
Himachal Pradesh,Volkswagen,Polo,2020,837000,4,19700,185004,Petrol,349000
Sikkim,Mahindra,Thar,2021,1743000,2,900,242410,Petrol,804000
Tamil Nadu,MG,Hector,2023,1772000,7,143800,48743,Petrol,1217000
Mizoram,Tata,Safari,2016,2425000,3,48800,242531,Diesel,488000
Bihar,Skoda,Slavia,2018,1398000,9,474800,55446,Diesel,273000
Sikkim,Hyundai,Venue,2016,1144000,10,428100,15742,Petrol,228000
Rajasthan,Hyundai,i20,2014,894000,6,132000,95182,Petrol,309000
Assam,Kia,Seltos,2018,1587000,2,3400,226564,Diesel,571000
Andaman and Nicobar Islands,Honda,Amaze,2023,791000,2,2600,41804,Petrol,680000
West Bengal,Tata,Safari,2011,2040000,7,57500,50560,Diesel,356000
Jammu and Kashmir,Volkswagen,Virtus,2019,1257000,1,3500,167905,Petrol,579000
West Bengal,Mahindra,Thar,2013,1739000,10,413400,246945,Diesel,182000
West Bengal,Volkswagen,Taigun,2010,1415000,6,191500,191719,Petrol,147000
Himachal Pradesh,Kia,Sonet,2022,1102000,3,19100,31203,Diesel,894000
Ladakh,Skoda,Octavia,2014,3412000,6,73700,136617,Diesel,688000
Bihar,Tata,Harrier,2013,2065000,5,29000,110051,Petrol,734000
Jharkhand,Skoda,Kushaq,2013,1628000,4,21700,33066,Petrol,516000
Telangana,Volkswagen,Virtus,2019,1386000,2,900,164811,Diesel,579000
Arunachal Pradesh,Honda,Elevate,2011,1391000,4,47400,141665,Diesel,418000
Telangana,Mahindra,Thar,2020,1786000,3,48500,176225,Diesel,827000
Gujarat,Toyota,Fortuner,2020,3890000,2,3800,158235,Petrol,2487000
Sikkim,Hyundai,Verna,2012,1188000,2,3500,138492,Petrol,510000
Goa,Maruti Suzuki,Ertiga,2019,1010000,3,11400,45794,Petrol,718000
Chhattisgarh,Toyota,Innova Crysta,2017,2288000,8,79900,119071,Petrol,1095000
Jammu and Kashmir,Volkswagen,Virtus,2020,1190000,6,71200,81550,Diesel,578000
Bihar,Honda,Amaze,2010,851000,3,5400,217038,Petrol,248000
Tripura,Skoda,Kushaq,2018,1527000,1,1700,165672,Diesel,633000
Bihar,Tata,Harrier,2017,2002000,7,62400,204552,Petrol,476000
Bihar,Honda,City,2021,1444000,4,22900,211747,Diesel,679000
Chandigarh,Toyota,Innova Crysta,2018,2594000,3,20700,191380,Diesel,1261000
Gujarat,Maruti Suzuki,Swift,2023,782000,3,34300,149037,Petrol,501000
Rajasthan,Hyundai,Creta,2016,1385000,2,4500,20756,Diesel,713000
Andhra Pradesh,Hyundai,Creta,2018,1516000,6,111900,49317,Petrol,763000
Puducherry,Mahindra,Thar,2020,1783000,9,163700,106380,Diesel,670000
Andhra Pradesh,Mahindra,Thar,2021,1671000,4,29900,130536,Petrol,970000
Jammu and Kashmir,MG,Astor,2016,1462000,3,8000,131390,Petrol,474000
Himachal Pradesh,Hyundai,Venue,2011,1166000,1,3900,209614,Petrol,379000
West Bengal,Mahindra,Scorpio-N,2023,1935000,1,4400,213214,Diesel,1150000
Maharashtra,Volkswagen,Taigun,2011,1513000,2,4800,205474,Petrol,304000
Punjab,Toyota,Innova Crysta,2016,2826000,8,87200,163730,Diesel,966000
Tripura,Hyundai,Creta,2017,1479000,4,33800,25512,Diesel,780000
Haryana,Skoda,Octavia,2012,2924000,7,113000,226893,Diesel,289000
Himachal Pradesh,Kia,Sonet,2017,1353000,4,6700,147580,Diesel,544000
Maharashtra,Volkswagen,Taigun,2023,1363000,9,350500,228365,Diesel,357000
Assam,Tata,Tiago,2020,595000,5,48700,248172,Petrol,183000
Punjab,Honda,Amaze,2012,1004000,7,103700,134561,Petrol,271000
Haryana,Hyundai,Verna,2011,1267000,5,16400,184358,Petrol,325000
Odisha,Skoda,Kushaq,2016,1326000,7,104300,144425,Diesel,238000
Arunachal Pradesh,Honda,Amaze,2018,850000,7,183800,153210,Petrol,278000
Maharashtra,Kia,Carens,2013,1425000,1,2300,5783,Petrol,719000
Manipur,Kia,Carens,2023,1285000,6,97500,25645,Petrol,996000
Haryana,Tata,Safari,2016,2487000,10,216900,91463,Diesel,541000
Mizoram,Maruti Suzuki,Ertiga,2020,1180000,10,149400,43051,Petrol,618000
Karnataka,Tata,Tiago,2011,607000,4,6300,140946,Petrol,178000
Andaman and Nicobar Islands,MG,Astor,2023,1464000,8,137700,221893,Diesel,529000
Ladakh,Honda,Elevate,2014,1490000,10,335300,157472,Petrol,211000
Himachal Pradesh,Hyundai,Verna,2014,1153000,7,138000,148205,Diesel,229000
Gujarat,Skoda,Octavia,2011,3031000,1,3500,238671,Petrol,529000
